ID	脚本	剧情块	事件ID	指令序号	指令	简体中文
1833	goh	25	00004E20	46	12	比迪丽\n那就说定了。\n悟饭……\n冠军和亚军都由我们包办！
1834	goh	25	00004E20	49	12	悟饭\n真是的……\n总是这么强势……
1835	goh	25	00004E20	56	12	\n第一回合！\n孙悟饭选手对贝吉塔选手！\n……比赛开始！
1836	goh	25	00004E20	58	12	贝吉塔\n你又偷懒没训练吧。\n就由我代替你父亲，\n在这里重新锻炼你！
1837	goh	25	00004E20	61	12	悟饭\n啊哈哈哈……\n就算认真打，我能赢吗……
1838	goh	25	00004E20	75	17	悟饭的战斗还将继续！
1839	goh	26	00004E21	13	12	特兰克斯\n非常感谢您。\n这样，我们的时代也得救了。
1840	goh	26	00004E21	14	12	特兰克斯\n悟饭哥哥……\n也请替我向那个时代的我\n问好。
1841	goh	26	00004E21	20	17	就这样，悟饭拯救未来，\n回到了原本的时代。
1842	goh	26	00004E21	26	12	悟饭\n去过未来，\n简直像做了一场梦……\n不过这个时代真和平啊。
1843	goh	26	00004E21	29	12	琪琪\n悟饭！
1844	goh	26	00004E21	32	12	悟饭\n妈、妈妈……！？
1845	goh	26	00004E21	35	12	琪琪\n说了多少次，补习结束后\n就要直接回家！\n你知道我有多担心吗！？
1846	goh	26	00004E21	38	12	悟饭\n是、是！\n（哇……\n妈妈比沙鲁还可怕！）
1847	goh	26	00004E21	58	12	\n新增角色\n“格罗博士”！\n可在角色选择中使用！
1848	goh	27	00004E22	14	12	比迪丽\n哈！嘿——！
1849	goh	27	00004E22	17	12	悟天\n龟龟气功波——！
1850	goh	27	00004E22	20	12	悟饭\n好厉害，比迪丽！\n自从来这里修行后，\n你的气强了很多！
1851	goh	27	00004E22	23	12	比克\n别惯着她，悟饭……\n你们两个都还差得远。\n你和父亲一样太温柔。
1852	goh	27	00004E22	26	12	悟饭\n知～道了……
1853	goh	27	00004E22	37	12	比迪丽\n看来比起悟饭，\n比克叔叔更像个\n好老师呢。
1854	goh	27	00004E22	40	12	悟天\n真的～\n要是一直跟哥哥学，\n我永远赢不了特兰克斯～
1855	goh	27	00004E22	43	12	悟饭\n你小子，说什么呢！
1856	goh	27	00004E22	47	12	比克\n……孙悟空，你就在另一个世界遗憾吧。\n悟饭会超越你，\n继续变得更强……！
1857	gok	0	00002710	11	17	为抢夺龙珠而来的贝吉塔\n与悟空一行交战，\n悟空的同伴接连负伤倒下。
1858	gok	0	00002710	12	17	悟空与比克，\n直面拥有可怕力量的贝吉塔。
1859	gok	0	00002710	18	12	悟空\n好强的气……\n有这种家伙在，\n地球会被毁得一团糟。
1860	gok	0	00002710	19	12	悟空\n两倍界王拳……\n不，只能提升到三倍了。
1861	gok	0	00002710	22	12	比克\n界王拳吗……\n竟然学会这种棘手的招式……\n不过，我也认真开发了新招。
1862	gok	0	00002710	23	12	比克\n这招积蓄气需要时间。\n你先和那家伙战斗，\n把他的注意力吸引过去。
1863	gok	0	00002710	26	12	贝吉塔\n你们在商量什么。\n凭你们这些下级战士，\n不可能战胜身为超级精英的我。
1864	gok	0	00002710	30	12	悟空\n明明是这种时候，\n我却开始兴奋起来了……！
1865	gok	0	00002710	47	12	\n获得特殊能力\n“界王拳”！
1866	gok	0	00002710	48	12	\n使用悟空（常态）时，\n气力达到100以上时，\n按L键！
1867	gok	0	00002710	58	12	\n获得团队必杀技\n“双重攻击”！
1868	gok	0	00002710	59	12	\n让悟空（常态）与比克组队，\n在气力达到200的状态下，\n触碰团队必杀技按钮！
1869	gok	1	00002AF8	13	12	贝吉塔\n怎么可能发生这种事！\n至少也要杀掉卡卡罗特的小鬼！\n接招！
1870	gok	1	00002AF8	16	12	比克\n不好！
1871	gok	1	00002AF8	32	14	比克\n咕啊啊啊啊！
1872	gok	1	00002AF8	54	12	比克\n真不像话……\n我也被你们的天真传染了……
1873	gok	1	00002AF8	57	12	悟饭\n比克叔叔——！
1874	gok	1	00002AF8	71	17	为了救回丧命的比克等人，\n战士们为寻找龙珠，\n前往那美克星。
1875	gok	2	00002711	11	17	悟空乘坐宇宙飞船，\n来到了那美克星。
1876	gok	2	00002711	12	17	先行抵达的悟饭与克林\n集齐了所有龙珠，\n让比克复活。
1877	gok	2	00002711	13	17	然而，比克败给弗利萨，\n赶来支援的悟空\n也渐渐落入下风。
1878	gok	2	00002711	19	12	悟空\n……危险！\n克林，快躲开——！！
1879	gok	2	00002711	26	12	克林\n呜哇啊啊啊！！！
1880	gok	2	00002711	36	12	悟空\n克林——！！！
1881	gok	2	00002711	39	12	弗利萨\n竟敢妨碍我获得长生不老。\n我要把你炸得粉碎……\n就像这个地球人一样！
1882	gok	2	00002711	42	12	悟空\n这个地球人？\n你是说克林吗——！\n不可饶恕……竟敢……！
1883	gok	2	00002711	52	12	悟空\n悟饭……立刻离开这里……！\n趁我还保有理智，\n坐宇宙飞船逃回地球！
1884	gok	2	00002711	53	12	悟空\n适可而止吧，你这个垃圾！\n我真的生气了——！！！\n弗利萨——！！！
1885	gok	3	00002AF9	13	12	弗利萨\n为什么你会有这种力量……\n你、你到底是什么人……！
1886	gok	3	00002AF9	16	12	悟空\n拥有平静的心，\n却因强烈的愤怒而觉醒的\n传说中的战士……
1887	gok	3	00002AF9	17	12	悟空\n超级赛亚人！\n孙悟空！！
1888	gok	3	00002AF9	32	17	悟空打倒了弗利萨，\n但那美克星也因两人的战斗\n即将毁灭。
1889	gok	3	00002AF9	33	17	悟空的命运会如何……！？
1890	gok	3	00002AF9	40	12	\n新增角色\n“弗利萨”！\n可在角色选择中使用！
1891	gok	4	00002712	13	17	悟空在那美克星打倒弗利萨，\n返回了地球。
1892	gok	4	00002712	14	17	这时，一个自称\n贝吉塔之子的神秘少年\n出现在悟空面前。
1893	gok	4	00002712	20	12	特兰克斯\n我叫特兰克斯。\n从二十年后的未来而来，\n是为了告知您一场危机。
1894	gok	4	00002712	21	12	特兰克斯\n不久之后，可怕的人造人\n会在地球上肆虐，\n未来将变成地狱般的世界。
1895	gok	4	00002712	24	12	悟空\n人造人……？\n未来的我怎么样了？\n输给那些家伙了吗？
1896	gok	4	00002712	29	12	特兰克斯\n您很快会因为心脏病\n去世。
1897	gok	4	00002712	32	12	特兰克斯\n但只要有这种药……！
1898	gok	4	00002712	43	12	格罗博士\n找到你了……孙悟空。\n你的所有战斗，我都研究过。
1899	gok	4	00002712	46	12	特兰克斯\n！？
1900	gok	4	00002712	49	12	悟空\n好，要上了！变成超级赛亚人！
1901	gok	4	00002712	60	12	悟空\n呜……怎、怎么回事……\n胸口突然……！
1902	gok	4	00002712	63	12	特兰克斯\n难道是心脏病！？
1903	gok	4	00002712	70	12	格罗博士\n看来你因疾病之类的原因变弱了……\n受死吧！
1904	gok	4	00002712	74	12	悟空\n啧……变不了超级赛亚人，\n就只能用界王拳战斗了……
1905	gok	4	00002712	75	12	悟空\n界王拳！！
1906	gok	4	00002712	76	12	悟空\n二十倍——！
1907	gok	4	00002712	89	12	\n获得究极技\n“二十倍界王拳”！
1908	gok	4	00002712	90	12	\n悟空（常态）体力变红时，\n将气力提升至150以上，\n面向侧方同时按下X键＋A键！
1909	gok	5	00002AFA	13	12	格罗博士\n咕啊啊啊！！！
1910	gok	5	00002AFA	20	12	特兰克斯\n我不认识这种人造人……\n这和我所知道的未来\n不一样……
1911	gok	6	00002713	11	17	多亏特兰克斯带来的药，\n悟空战胜了心脏病。
1912	gok	6	00002713	12	17	然而，格罗博士制造的\n生命体沙鲁，\n出现在悟空等人面前。
1913	gok	6	00002713	13	17	沙鲁与悟空，\n将在沙鲁游戏的擂台上交战……
1914	gok	6	00002713	21	12	沙鲁\n你来了，孙悟空。\n这里就是决定世界命运的\n沙鲁游戏擂台。
1915	gok	6	00002713	24	12	悟空\n要决定命运，这擂台也太寒酸了。\n不过，应该会是一场好战斗。\n悟饭！你也和我一起上！
1916	gok	6	00002713	27	12	悟饭\n我……我要和沙鲁战斗……？
1917	gok	6	00002713	31	12	沙鲁\n好吧。\n送你们父子一起下地狱……
1918	gok	7	00002AFB	10	17	败给悟空与悟饭的沙鲁，\n企图自爆，\n让地球一同毁灭。
1919	gok	7	00002AFB	16	12	悟空\n我只想得到\n这个拯救地球的办法……
1920	gok	7	00002AFB	17	12	悟空\n再见了，大家……\n我要用瞬间移动把沙鲁带走。
1921	gok	7	00002AFB	18	12	悟空\n悟饭……\n替我向妈妈说声对不起。\n大家要是也死了，到时再见吧。
1922	gok	7	00002AFB	21	12	沙鲁\n住……住手，孙悟空！\n可恶～～～！！！
1923	gok	7	00002AFB	42	14	悟饭\n爸爸——！！！
1924	gok	7	00002AFB	63	17	为了守护地球，悟空死去了……\n然而，这却是\n悟空新故事的开端。
1925	gok	7	00002AFB	70	12	\n获得特殊能力\n“瞬间移动”！
1926	gok	7	00002AFB	71	12	\n使用超级赛亚人悟空时，\n气力达到150以上时，\n按L键！
1927	gok	8	00002714	11	17	悟空死后，七年过去了。
1928	gok	8	00002714	12	17	沙鲁被打倒后，地球重归和平，\n久违的天下第一武道会\n即将召开。
1929	gok	8	00002714	17	12	\n悟空将复活一天，\n期待与长大后的悟饭、贝吉塔等人\n切磋较量。
1930	gok	8	00002714	19	12	\n然而，魔导师巴比迪\n突然出现……
1931	gok	8	00002714	20	12	\n企图复活魔人布欧的巴比迪，\n夺走了悟饭强大的气力。
1932	gok	8	00002714	21	12	\n为了阻止魔人布欧复活，\n悟空等人追赶巴比迪，但……
1933	gok	8	00002714	22	12	\n需要更多强大气力的巴比迪，\n控制了心中仍残留些许邪恶的贝吉塔，\n企图让他与悟空战斗。
1934	gok	8	00002714	49	12	巴比迪\n来吧！拥有邪恶之心的\n强～大战士！
1935	gok	8	00002714	71	12	贝吉塔\n…………
1936	gok	8	00002714	74	12	悟空\n贝吉塔！你怎么会……！
1937	gok	8	00002714	77	12	贝吉塔\n和我决一胜负，卡卡罗特……\n除非你想让尸体\n堆得更高。
1938	gok	8	00002714	81	12	悟空\n贝吉塔……\n我会用最强的力量与你交手。
1939	gok	8	00002714	84	12	贝吉塔\n我很期待……\n让我看看你在另一个世界\n修行的成果！
1940	gok	8	00002714	85	12	贝吉塔\n来吧！\n我要杀了你，卡卡罗特！！
1941	gok	8	00002714	96	12	悟饭\n我来牵制魔人布欧！
1942	gok	8	00002714	102	12	悟空\n贝吉塔……！
1943	gok	8	00002714	106	12	悟饭\n我来牵制魔人布欧！
1944	gok	9	00002AFC	13	12	悟空\n贝吉塔！你恢复神智了吗！？\n像你这么强的人，\n为什么会受他控制！
1945	gok	9	00002AFC	16	12	贝吉塔\n我只是……想和你战斗。\n和拿出真本事的你战斗。\n仅此而已……
1946	gok	9	00002AFC	27	12	悟饭\n糟了……\n爸爸和贝吉塔的能量\n让魔人布欧……！
1947	gok	9	00002AFC	43	14	魔人布欧\n呜……呜……
1948	gok	9	00002AFC	46	14	魔人布欧\n我生气了！！！
1949	gok	9	00002AFC	53	12	魔人布欧\n嘎啊啊啊啊——！\n唯独你们不可原谅……\n绝对不可原谅！！
1950	gok	10	00002715	15	12	魔人布欧\n我要让你们和地球一起消失！\n一切都消失吧——！
1951	gok	10	00002715	19	12	悟空\n不好！贝吉塔，抓住我！\n要瞬间移动了！
1952	gok	10	00002715	27	12	贝吉塔\n这里是……！？\n卡卡罗特，给我解释清楚！\n地球怎么样了！？
1953	gok	10	00002715	30	12	悟空\n地球……已经粉碎了。\n在那之前，我只来得及\n带大家瞬间移动到界王神界。
1954	gok	10	00002715	33	12	撒旦先生\n这……这里是哪儿？\n哈哈，原来是在做梦吧？
1955	gok	10	00002715	36	12	悟空\n哎呀……连这个怪人\n也一起带过来了……
1956	gok	10	00002715	40	12	界王神\n不好了！\n布欧也要来这里！
1957	gok	10	00002715	55	12	魔人布欧\n……嚯——！\n呜吼呜吼哦！
1958	gok	10	00002715	58	12	贝吉塔\n已经来了吗……\n喂，卡卡罗特。开始吧！\n赌上宇宙命运的最后一战！
1959	gok	10	00002715	61	12	悟空\n好！
1960	gok	10	00002715	65	12	撒旦先生\n好——！\n就由超级英雄撒旦大人\n打倒魔人布欧！
1961	gok	11	00002AFD	13	12	魔人布欧\n咕啊啊啊……！
1962	gok	12	00002716	11	17	悟空等人打倒人造人，\n拯救了地球。
1963	gok	12	00002716	12	17	然而，新的敌人\n正向地球与悟空逼近。
1964	gok	12	00002716	18	12	古拉\n愚蠢的弟弟弗利萨。\n竟然败给区区一只猴子……
1965	gok	12	00002716	19	12	古拉\n机甲战队！追上他们！\n杀死那个令我们一族\n蒙羞的赛亚人！
1966	gok	12	00002716	28	12	多雷\n你就是卡卡罗特吧。
1967	gok	12	00002716	31	12	内兹\n我们是古拉机甲战队。
1968	gok	12	00002716	34	12	沙维扎\n赛亚人和他的同伴全都得死！
1969	gok	12	00002716	37	12	克林\n呜哇啊啊啊！
1970	gok	12	00002716	59	12	悟空\n竟敢伤害克林！\n……你、你是弗利萨吗！？
1971	gok	12	00002716	62	12	古拉\n我名为古拉！\n你就是打倒我弟弟弗利萨的赛亚人吗。\n愤怒吧，让我见识超级赛亚人的力量！
1972	gok	12	00002716	65	12	悟空\n弗利萨的哥哥！？\n你会后悔的！
1973	gok	12	00002716	67	14	悟空\n哈啊啊啊啊！
1974	gok	13	00002AFE	9	12	古拉\n什么……！？\n咕哦哦哦！\n不只弗利萨……！
1975	gok	13	00002AFE	13	14	古拉\n太天真的人是……\n呜呀啊啊啊！！！
1976	gok	14	00002717	11	17	悟空等人\n受到那美克星人的邀请，\n来到新那美克星游玩。
1977	gok	14	00002717	17	12	悟空\n哦，看见了！\n那就是新那美克星吗！
1978	gok	14	00002717	18	12	悟空\n……嗯？\n星球上粘着个奇怪的东西！
1979	gok	14	00002717	21	12	比克\n那……那是什么！？\n机械构成的星球\n正在吸收新那美克星！
1980	gok	14	00002717	24	12	贝吉塔\n那颗机械星球……\n打算捕获这艘宇宙飞船！\n逃不掉了！
1981	gok	14	00002717	61	17	捕获悟空等人宇宙飞船的，\n正是机械星球——比克高星。
1982	gok	14	00002717	67	12	金属古拉\n又见面了，超级赛亚人……
1983	gok	14	00002717	70	12	悟空\n你是古拉！\n还活着吗！
1984	gok	14	00002717	73	12	金属古拉\n败给你以后，\n我漂流在宇宙中……\n靠比克高星的力量复活。
1985	gok	14	00002717	74	12	金属古拉\n这股超乎寻常的能量，\n就由比克高星收下！
1986	gok	15	00002AFF	13	12	悟空\n哈啊啊啊啊啊！\n这是我的全部能量！\n接招！
1987	gok	15	00002AFF	21	12	金属古拉\n住……住手！\n要过热了！\n无法控制！？
1988	gok	15	00002AFF	22	12	金属古拉\n超级赛亚人的生命能量，\n竟然如此惊人……！
1989	gok	15	00002AFF	38	12	\n新增角色\n“超级赛亚人悟空”！\n可在角色选择中使用！
1990	gok	16	00002718	13	17	人造人的恐怖已经消散。\n然而悟空等人并不知道，\n新的敌人已近在眼前。
1991	gok	16	00002718	19	12	帕拉伽斯\n我是帕拉伽斯。\n贝吉塔殿下，我来迎接您了。
1992	gok	16	00002718	22	12	贝吉塔\n你是什么人。\n……是贝吉塔行星的幸存者吗？
1993	gok	16	00002718	25	12	帕拉伽斯\n我们希望您成为\n新贝吉塔行星的国王。
1994	gok	16	00002718	26	12	帕拉伽斯\n然而，那颗星球上\n传说中的超级赛亚人正在肆虐，\n没有强大的力量便无法成为国王。
1995	gok	16	00002718	29	12	贝吉塔\n……有意思。\n带我去那颗星球！\n你们也一起过来！
1996	gok	16	00002718	34	12	特兰克斯\n爸爸，这一定是陷阱！
1997	gok	16	00002718	39	12	悟空\n传说中的超级赛亚人，\n听起来不是很有趣吗！
1998	gok	16	00002718	66	12	贝吉塔\n这里就是新贝吉塔行星吗。\n那么，那个传说中的超级赛亚人\n在哪里！
1999	gok	16	00002718	69	12	帕拉伽斯\n呵呵呵……布罗利！
2000	gok	16	00002718	72	12	布罗利\n呜哦哦哦哦！！\n杀……了你……！
2001	gok	16	00002718	76	12	贝吉塔\n帕拉伽斯的儿子……！\n你就是传说中的超级赛亚人吗！
2002	gok	16	00002718	79	12	布罗利\n卡卡罗特——！\n这里就是你的葬身之地！
2003	gok	16	00002718	82	12	悟空\n这家伙怎么回事！？\n认识我吗！？
2004	gok	17	00002B00	13	12	布罗利\n不……不可能——！
2005	gok	17	00002B00	17	14	布罗利\n卡……卡卡罗特——！
2006	gok	17	00002B00	37	12	\n新增角色\n“布罗利”！\n可在角色选择中使用！
2007	gok	18	00002719	12	17	死去的悟空，\n灵魂与界王一同身在另一个世界。
2008	gok	18	00002719	13	17	在界王的邀请下，悟空决定参加\n选出阴间最强武道家的\n“阴间第一武道会”。
2009	gok	18	00002719	19	12	巴达克\n…………
2010	gok	18	00002719	22	12	悟空\n那家伙就是决赛对手吗……\n看起来像赛亚人，而且是个高手。\n应该会很有意思。
2011	gok	18	00002719	27	12	界王\n你们两个，大事不好！\n武道会取消了！\n马上到阴间入口来！
2012	gok	18	00002719	28	12	界王\n沙鲁与弗利萨在地狱大闹，\n听说谁也阻止不了……！\n你们两个立刻过去！
2013	gok	18	00002719	39	12	巴达克\n你说弗利萨！？
2014	gok	18	00002719	47	12	\n这里是死者必经的\n阴间入口。
2015	gok	18	00002719	49	12	沙鲁\n想消灭我的灵魂……真愚蠢。\n有意见的就尽管过来！
2016	gok	18	00002719	52	12	弗利萨\n呵呵呵呵……\n竟想阻止我，\n你们也太不知恐惧为何物了。
2017	gok	18	00002719	55	12	悟空\n休想得逞！\n你们也该适可而止了！
2018	gok	18	00002719	58	12	弗利萨\n是、是你们……\n当时那两个赛亚人……！
